total_tracks,id,market,popularity
10.0,3hhDpPtCFuQbppwYgsVhMO,LT,65.0
30.0,2XGEyGU76kj55OdHWynX0S,LT,64.0
9.0,04hy4jb1GDD00otiwzsFUB,LT,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,LT,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,LT,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,LU,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,LU,64.0
24.0,12INlMsFtBjyehNnawBv36,LU,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,LU,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,LU,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,LU,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,LU,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,LU,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,LU,65.0
30.0,2XGEyGU76kj55OdHWynX0S,LU,64.0
9.0,04hy4jb1GDD00otiwzsFUB,LU,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,LU,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,LU,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,LV,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,LV,64.0
24.0,12INlMsFtBjyehNnawBv36,LV,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,LV,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,LV,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,LV,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,LV,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,LV,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,LV,65.0
30.0,2XGEyGU76kj55OdHWynX0S,LV,64.0
9.0,04hy4jb1GDD00otiwzsFUB,LV,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,LV,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,LV,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,LY,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,LY,64.0
24.0,12INlMsFtBjyehNnawBv36,LY,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,LY,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,LY,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,LY,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,LY,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,LY,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,LY,65.0
30.0,2XGEyGU76kj55OdHWynX0S,LY,64.0
9.0,04hy4jb1GDD00otiwzsFUB,LY,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,LY,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,LY,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,MA,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,MA,64.0
24.0,12INlMsFtBjyehNnawBv36,MA,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,MA,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,MA,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,MA,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,MA,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,MA,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,MA,65.0
30.0,2XGEyGU76kj55OdHWynX0S,MA,64.0
9.0,04hy4jb1GDD00otiwzsFUB,MA,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,MA,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,MA,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,MC,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,MC,64.0
24.0,12INlMsFtBjyehNnawBv36,MC,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,MC,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,MC,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,MC,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,MC,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,MC,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,MC,65.0
30.0,2XGEyGU76kj55OdHWynX0S,MC,64.0
9.0,04hy4jb1GDD00otiwzsFUB,MC,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,MC,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,MC,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,MD,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,MD,64.0
24.0,12INlMsFtBjyehNnawBv36,MD,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,MD,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,MD,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,MD,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,MD,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,MD,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,MD,65.0
30.0,2XGEyGU76kj55OdHWynX0S,MD,64.0
9.0,04hy4jb1GDD00otiwzsFUB,MD,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,MD,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,MD,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,ME,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,ME,64.0
24.0,12INlMsFtBjyehNnawBv36,ME,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,ME,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,ME,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,ME,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,ME,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,ME,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,ME,65.0
30.0,2XGEyGU76kj55OdHWynX0S,ME,64.0
9.0,04hy4jb1GDD00otiwzsFUB,ME,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,ME,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,ME,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,MG,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,MG,64.0
24.0,12INlMsFtBjyehNnawBv36,MG,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,MG,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,MG,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,MG,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,MG,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,MG,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,MG,65.0
30.0,2XGEyGU76kj55OdHWynX0S,MG,64.0
9.0,04hy4jb1GDD00otiwzsFUB,MG,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,MG,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,MG,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,MH,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,MH,64.0
24.0,12INlMsFtBjyehNnawBv36,MH,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,MH,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,MH,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,MH,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,MH,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,MH,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,MH,65.0
30.0,2XGEyGU76kj55OdHWynX0S,MH,64.0
9.0,04hy4jb1GDD00otiwzsFUB,MH,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,MH,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,MH,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,MK,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,MK,64.0
24.0,12INlMsFtBjyehNnawBv36,MK,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,MK,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,MK,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,MK,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,MK,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,MK,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,MK,65.0
30.0,2XGEyGU76kj55OdHWynX0S,MK,64.0
9.0,04hy4jb1GDD00otiwzsFUB,MK,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,MK,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,MK,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,ML,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,ML,64.0
24.0,12INlMsFtBjyehNnawBv36,ML,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,ML,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,ML,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,ML,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,ML,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,ML,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,ML,65.0
30.0,2XGEyGU76kj55OdHWynX0S,ML,64.0
9.0,04hy4jb1GDD00otiwzsFUB,ML,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,ML,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,ML,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,MN,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,MN,64.0
24.0,12INlMsFtBjyehNnawBv36,MN,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,MN,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,MN,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,MN,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,MN,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,MN,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,MN,65.0
30.0,2XGEyGU76kj55OdHWynX0S,MN,64.0
9.0,04hy4jb1GDD00otiwzsFUB,MN,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,MN,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,MN,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,MO,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,MO,64.0
24.0,12INlMsFtBjyehNnawBv36,MO,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,MO,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,MO,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,MO,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,MO,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,MO,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,MO,65.0
30.0,2XGEyGU76kj55OdHWynX0S,MO,64.0
9.0,04hy4jb1GDD00otiwzsFUB,MO,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,MO,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,MO,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,MR,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,MR,64.0
24.0,12INlMsFtBjyehNnawBv36,MR,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,MR,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,MR,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,MR,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,MR,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,MR,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,MR,65.0
30.0,2XGEyGU76kj55OdHWynX0S,MR,64.0
9.0,04hy4jb1GDD00otiwzsFUB,MR,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,MR,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,MR,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,MT,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,MT,64.0
24.0,12INlMsFtBjyehNnawBv36,MT,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,MT,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,MT,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,MT,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,MT,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,MT,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,MT,65.0
30.0,2XGEyGU76kj55OdHWynX0S,MT,64.0
9.0,04hy4jb1GDD00otiwzsFUB,MT,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,MT,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,MT,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,MU,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,MU,64.0
24.0,12INlMsFtBjyehNnawBv36,MU,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,MU,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,MU,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,MU,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,MU,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,MU,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,MU,65.0
30.0,2XGEyGU76kj55OdHWynX0S,MU,64.0
9.0,04hy4jb1GDD00otiwzsFUB,MU,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,MU,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,MU,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,MV,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,MV,64.0
24.0,12INlMsFtBjyehNnawBv36,MV,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,MV,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,MV,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,MV,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,MV,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,MV,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,MV,65.0
30.0,2XGEyGU76kj55OdHWynX0S,MV,64.0
9.0,04hy4jb1GDD00otiwzsFUB,MV,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,MV,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,MV,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,MW,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,MW,64.0
24.0,12INlMsFtBjyehNnawBv36,MW,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,MW,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,MW,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,MW,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,MW,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,MW,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,MW,65.0
30.0,2XGEyGU76kj55OdHWynX0S,MW,64.0
9.0,04hy4jb1GDD00otiwzsFUB,MW,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,MW,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,MW,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,MX,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,MX,64.0
24.0,12INlMsFtBjyehNnawBv36,MX,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,MX,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,MX,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,MX,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,MX,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,MX,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,MX,65.0
30.0,2XGEyGU76kj55OdHWynX0S,MX,64.0
9.0,04hy4jb1GDD00otiwzsFUB,MX,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,MX,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,MX,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,MY,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,MY,64.0
24.0,12INlMsFtBjyehNnawBv36,MY,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,MY,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,MY,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,MY,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,MY,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,MY,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,MY,65.0
30.0,2XGEyGU76kj55OdHWynX0S,MY,64.0
9.0,04hy4jb1GDD00otiwzsFUB,MY,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,MY,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,MY,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,MZ,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,MZ,64.0
24.0,12INlMsFtBjyehNnawBv36,MZ,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,MZ,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,MZ,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,MZ,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,MZ,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,MZ,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,MZ,65.0
30.0,2XGEyGU76kj55OdHWynX0S,MZ,64.0
9.0,04hy4jb1GDD00otiwzsFUB,MZ,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,MZ,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,MZ,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,NA,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,NA,64.0
24.0,12INlMsFtBjyehNnawBv36,NA,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,NA,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,NA,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,NA,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,NA,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,NA,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,NA,65.0
30.0,2XGEyGU76kj55OdHWynX0S,NA,64.0
9.0,04hy4jb1GDD00otiwzsFUB,NA,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,NA,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,NA,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,NE,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,NE,64.0
24.0,12INlMsFtBjyehNnawBv36,NE,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,NE,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,NE,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,NE,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,NE,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,NE,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,NE,65.0
30.0,2XGEyGU76kj55OdHWynX0S,NE,64.0
9.0,04hy4jb1GDD00otiwzsFUB,NE,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,NE,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,NE,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,NG,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,NG,64.0
24.0,12INlMsFtBjyehNnawBv36,NG,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,NG,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,NG,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,NG,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,NG,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,NG,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,NG,65.0
30.0,2XGEyGU76kj55OdHWynX0S,NG,64.0
9.0,04hy4jb1GDD00otiwzsFUB,NG,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,NG,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,NG,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,NI,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,NI,64.0
24.0,12INlMsFtBjyehNnawBv36,NI,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,NI,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,NI,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,NI,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,NI,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,NI,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,NI,65.0
30.0,2XGEyGU76kj55OdHWynX0S,NI,64.0
9.0,04hy4jb1GDD00otiwzsFUB,NI,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,NI,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,NI,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,NL,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,NL,64.0
24.0,12INlMsFtBjyehNnawBv36,NL,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,NL,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,NL,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,NL,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,NL,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,NL,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,NL,65.0
30.0,2XGEyGU76kj55OdHWynX0S,NL,64.0
9.0,04hy4jb1GDD00otiwzsFUB,NL,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,NL,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,NL,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,NO,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,NO,64.0
24.0,12INlMsFtBjyehNnawBv36,NO,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,NO,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,NO,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,NO,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,NO,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,NO,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,NO,65.0
30.0,2XGEyGU76kj55OdHWynX0S,NO,64.0
9.0,04hy4jb1GDD00otiwzsFUB,NO,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,NO,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,NO,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,NP,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,NP,64.0
24.0,12INlMsFtBjyehNnawBv36,NP,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,NP,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,NP,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,NP,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,NP,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,NP,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,NP,65.0
30.0,2XGEyGU76kj55OdHWynX0S,NP,64.0
9.0,04hy4jb1GDD00otiwzsFUB,NP,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,NP,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,NP,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,NR,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,NR,64.0
24.0,12INlMsFtBjyehNnawBv36,NR,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,NR,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,NR,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,NR,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,NR,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,NR,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,NR,65.0
30.0,2XGEyGU76kj55OdHWynX0S,NR,64.0
9.0,04hy4jb1GDD00otiwzsFUB,NR,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,NR,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,NR,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,NZ,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,NZ,64.0
24.0,12INlMsFtBjyehNnawBv36,NZ,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,NZ,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,NZ,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,NZ,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,NZ,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,NZ,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,NZ,65.0
30.0,2XGEyGU76kj55OdHWynX0S,NZ,64.0
9.0,04hy4jb1GDD00otiwzsFUB,NZ,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,NZ,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,NZ,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,OM,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,OM,64.0
24.0,12INlMsFtBjyehNnawBv36,OM,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,OM,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,OM,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,OM,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,OM,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,OM,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,OM,65.0
30.0,2XGEyGU76kj55OdHWynX0S,OM,64.0
9.0,04hy4jb1GDD00otiwzsFUB,OM,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,OM,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,OM,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,PA,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,PA,64.0
24.0,12INlMsFtBjyehNnawBv36,PA,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,PA,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,PA,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,PA,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,PA,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,PA,88.0
10.0,3hhDpPtCFuQbppwYgsVhMO,PA,65.0
30.0,2XGEyGU76kj55OdHWynX0S,PA,64.0
9.0,04hy4jb1GDD00otiwzsFUB,PA,62.0
9.0,6F87lH0I09qlrzvCCKc7lz,PA,63.0
9.0,7zCODUHkfuRxsUjtuzNqbd,PA,79.0
31.0,1OARrXe5sB0gyy3MhQ8h92,PE,70.0
22.0,4M2Mf4pmARKGVT9MLCe3HA,PE,64.0
24.0,12INlMsFtBjyehNnawBv36,PE,64.0
16.0,2nLOHgzXzwFEpl62zAgCEC,PE,85.0
14.0,4yP0hdKOZPNshxUOjY0cZj,PE,91.0
7.0,4qZBW3f2Q8y0k1A84d4iAO,PE,86.0
18.0,2ODvWsOgouMbaA5xf0RkJe,PE,92.0
14.0,0P3oVJBFOv3TDXlYRhGL7s,PE,88.0
